session_id,window_id,window_start_sec,window_end_sec,phase,investigation_zone,heart_rate_bpm,rr_mean_ms,rmssd_ms,sdnn_ms,muse_delta_rel,muse_theta_rel,muse_alpha_rel,muse_beta_rel,muse_gamma_rel,muse_accel_mean_g,muse_accel_peak_g,bodycam_motion_score,bodycam_light_change_score,audio_rms_dbfs,audio_peak_dbfs,audio_transient_count,temperature_c,humidity_pct,environmental_noise_db,polar_signal_quality,muse_signal_quality,bodycam_signal_quality,artifact_flag
SITE_07_P07_A,SITE_07_P07_A_W024,230,240,before,baseline_station,69.2,867.5,36.1,48.1,0.26734,0.20442,0.25776,0.21201,0.05846,0.0325,0.0957,0.0696,0.0238,-45.7,-34.9,0,25.8,60.3,39.9,0.9448,0.9127,0.977,False
SITE_07_P07_A,SITE_07_P07_A_W025,240,250,before,baseline_station,66.1,908.3,36.6,41.3,0.27928,0.19029,0.25586,0.21939,0.05517,0.0305,0.0997,0.0096,0.0948,-45.8,-33.8,0,25.9,59.6,39.6,0.9515,0.9151,0.9699,False
SITE_07_P07_A,SITE_07_P07_A_W026,250,260,before,baseline_station,67.7,885.7,37.8,45.3,0.29091,0.20565,0.23719,0.22023,0.04603,0.0167,0.0594,0.0707,0.0564,-48.1,-37.1,0,25.8,59.3,36.6,0.9644,0.9417,0.9752,False
SITE_07_P07_A,SITE_07_P07_A_W027,260,270,before,baseline_station,72.1,832.6,26.9,29.6,0.31406,0.19617,0.21172,0.22296,0.05509,0.0245,0.1013,0.1085,0.1655,-46.9,-35.0,0,25.6,60.2,38.6,0.9735,0.95,0.9787,False
SITE_07_P07_A,SITE_07_P07_A_W028,270,280,before,baseline_station,68.1,881.6,38.0,40.5,0.29177,0.2012,0.22502,0.23149,0.05052,0.0211,0.0688,0.0271,0.0771,-46.4,-36.1,0,25.4,60.3,35.7,0.9591,0.937,0.9609,False
SITE_07_P07_A,SITE_07_P07_A_W029,280,290,before,baseline_station,72.0,833.8,36.1,42.1,0.29022,0.21697,0.25061,0.2097,0.03249,0.0314,0.1348,0.0491,0.0552,-49.0,-36.9,0,25.6,60.6,33.4,0.9437,0.9294,0.9842,False
SITE_07_P07_A,SITE_07_P07_A_W030,290,300,before,baseline_station,70.4,852.3,29.7,32.1,0.29285,0.20133,0.24893,0.19975,0.05713,0.0369,0.1308,0.0246,0.0232,-52.3,-39.9,0,25.5,60.1,33.3,0.9667,0.9337,0.9798,False
SITE_07_P07_A,SITE_07_P07_A_W031,300,310,during,zone_a,75.0,799.8,26.2,29.3,0.30636,0.20362,0.24443,0.19669,0.04889,0.0719,0.2584,0.2176,0.0181,-48.4,-34.5,0,25.8,61.1,33.8,0.9321,0.923,0.9869,False
SITE_07_P07_A,SITE_07_P07_A_W032,310,320,during,zone_a,70.8,847.4,34.6,45.5,0.28772,0.21255,0.24119,0.21276,0.04577,0.0281,0.1168,0.1144,0.1533,-48.3,-37.8,0,25.7,61.4,36.3,0.9632,0.9641,0.9759,False
SITE_07_P07_A,SITE_07_P07_A_W033,320,330,during,zone_a,70.7,849.1,32.4,31.6,0.29892,0.18865,0.24786,0.21559,0.04897,0.0517,0.1344,0.155,0.1191,-46.9,-35.7,0,25.6,61.6,36.1,0.979,0.9172,0.9943,False
SITE_07_P07_A,SITE_07_P07_A_W034,330,340,during,zone_a,70.7,848.1,27.8,31.3,0.2818,0.19756,0.25049,0.21236,0.0578,0.0414,0.1217,0.1096,0.0325,-44.7,-28.9,1,25.5,61.3,36.8,0.978,0.9542,0.9827,False
SITE_07_P07_A,SITE_07_P07_A_W035,340,350,during,zone_a,79.8,751.7,33.0,33.8,0.27945,0.22491,0.22466,0.23086,0.04012,0.0943,0.3157,0.2294,0.072,-47.1,-36.5,0,25.4,61.0,39.0,0.954,0.9522,0.9781,False
SITE_07_P07_A,SITE_07_P07_A_W036,350,360,during,zone_a,72.8,823.9,28.1,36.2,0.29975,0.18949,0.25037,0.20841,0.05198,0.0641,0.2327,0.122,0.0067,-48.2,-33.3,0,25.3,60.8,35.9,0.9244,0.9429,0.9579,False
SITE_07_P07_A,SITE_07_P07_A_W037,360,370,during,zone_a,72.1,831.7,38.4,49.7,0.27061,0.22112,0.2175,0.24713,0.04364,0.0464,0.1795,0.115,0.0274,-46.2,-31.3,0,25.5,60.4,40.6,0.9375,0.9293,0.9617,False
SITE_07_P07_A,SITE_07_P07_A_W038,370,380,during,zone_a,70.3,853.4,34.3,35.0,0.28363,0.2042,0.25677,0.21048,0.04492,0.0351,0.1398,0.1121,0.0074,-48.8,-36.4,0,25.6,60.0,39.4,0.9483,0.9672,0.9786,False
SITE_07_P07_A,SITE_07_P07_A_W039,380,390,during,zone_a,70.9,846.6,37.7,43.5,0.27193,0.18734,0.2611,0.21996,0.05968,0.0239,0.0623,0.079,0.0198,-47.4,-37.6,0,25.7,59.4,40.8,0.9673,0.903,0.971,False
SITE_07_P07_A,SITE_07_P07_A_W040,390,400,during,zone_a,67.1,894.8,28.9,36.1,0.29556,0.20656,0.22883,0.23531,0.03374,0.0791,0.2173,0.1717,0.0981,-45.5,-33.6,0,25.9,59.6,42.4,0.9817,0.9015,0.996,False
SITE_07_P07_A,SITE_07_P07_A_W041,400,410,during,zone_a,69.1,867.7,27.9,40.4,0.29064,0.18868,0.27296,0.21016,0.03756,0.0432,0.129,0.1329,0.0275,-45.5,-32.8,0,25.9,59.5,39.6,0.9575,0.9209,0.9817,False
SITE_07_P07_A,SITE_07_P07_A_W042,410,420,during,zone_a,68.0,882.2,36.3,45.9,0.28307,0.18298,0.25368,0.23182,0.04846,0.0371,0.0963,0.0858,0.008,-44.4,-31.5,0,26.2,59.4,43.9,0.9522,0.9129,0.9692,False
SITE_07_P07_A,SITE_07_P07_A_W043,420,430,during,zone_a,70.5,850.9,33.1,44.4,0.28972,0.18747,0.24654,0.21654,0.05974,0.0487,0.1603,0.1248,0.1276,-45.1,-33.2,0,25.9,59.3,41.8,0.9358,0.9875,0.9634,False
SITE_07_P07_A,SITE_07_P07_A_W044,430,440,during,zone_a,75.5,795.1,32.6,35.5,0.29204,0.22416,0.21472,0.23323,0.03585,0.0579,0.1479,0.1724,0.0391,-45.5,-35.1,0,25.9,59.7,43.5,0.9358,0.9369,0.9681,False
SITE_07_P07_A,SITE_07_P07_A_W045,440,450,during,zone_a,74.9,801.4,51.8,71.3,0.299,0.18962,0.22263,0.24748,0.04126,0.0414,0.1793,0.0792,0.0668,-47.6,-37.8,0,26.1,59.4,40.2,0.9582,0.9556,0.9993,False
SITE_07_P07_A,SITE_07_P07_A_W046,450,460,during,zone_a,75.0,800.3,35.8,47.4,0.28789,0.17445,0.25965,0.22384,0.05417,0.0669,0.1791,0.1674,0.0503,-45.2,-32.6,0,25.8,59.0,41.8,0.9716,0.9519,0.975,False
SITE_07_P07_A,SITE_07_P07_A_W047,460,470,during,zone_a,82.2,730.1,23.9,32.1,0.30256,0.21015,0.21938,0.22511,0.0428,0.1034,0.3575,0.3876,0.0688,-48.7,-39.3,0,25.8,58.3,39.2,0.9118,0.891,0.9827,False
SITE_07_P07_A,SITE_07_P07_A_W048,470,480,during,zone_a,74.4,806.1,33.7,39.6,0.29486,0.19952,0.25707,0.20501,0.04355,0.0497,0.1803,0.1115,0.0363,-46.1,-35.3,0,25.7,58.1,36.5,0.9579,0.8879,0.9873,False
SITE_07_P07_A,SITE_07_P07_A_W049,480,490,during,zone_a,71.0,844.6,34.9,38.9,0.28698,0.19364,0.26722,0.20442,0.04773,0.0507,0.1424,0.1487,0.0423,-41.4,-28.3,0,25.9,58.6,41.2,0.9762,0.93,0.9897,False
SITE_07_P07_A,SITE_07_P07_A_W050,490,500,during,zone_a,75.0,799.8,31.2,38.7,0.31036,0.1818,0.23717,0.22637,0.04431,0.0292,0.0925,0.0753,0.0814,-48.7,-35.0,0,25.8,59.0,38.1,0.9752,0.9432,0.9864,False
SITE_07_P07_A,SITE_07_P07_A_W051,500,510,during,zone_a,77.3,776.1,40.4,53.9,0.29902,0.20797,0.24073,0.20644,0.04585,0.0646,0.2274,0.2089,0.0282,-48.7,-34.6,0,26.0,58.9,41.7,0.9596,0.8581,0.9793,False
SITE_07_P07_A,SITE_07_P07_A_W052,510,520,during,zone_a,83.4,719.8,25.5,35.1,0.28319,0.19559,0.23378,0.22679,0.06065,0.1391,0.4967,0.5261,0.1001,-47.6,-36.2,0,25.8,59.5,40.6,0.9089,0.8234,0.9834,False
SITE_07_P07_A,SITE_07_P07_A_W053,520,530,during,zone_a,76.0,789.1,36.2,44.7,0.30712,0.20324,0.23884,0.20681,0.04398,0.0666,0.1937,0.2071,0.0579,-44.0,-34.5,0,26.1,59.7,44.2,0.9419,0.926,0.9998,False
SITE_07_P07_A,SITE_07_P07_A_W054,530,540,during,zone_a,69.9,857.8,37.3,47.5,0.2964,0.19601,0.24461,0.20764,0.05533,0.0549,0.1497,0.1033,0.2107,-49.8,-40.6,0,26.3,59.8,39.1,0.949,0.9013,0.9887,False
SITE_07_P07_A,SITE_07_P07_A_W055,540,550,during,zone_a,76.0,789.8,40.7,49.7,0.31397,0.1926,0.25585,0.19325,0.04434,0.0559,0.2163,0.183,0.0133,-47.6,-36.0,0,26.2,60.0,39.0,0.9603,0.9481,0.9976,False
SITE_07_P07_A,SITE_07_P07_A_W056,550,560,during,zone_a,69.9,857.9,40.5,43.3,0.30898,0.22973,0.24878,0.16794,0.04458,0.0425,0.1876,0.1311,0.1518,-47.0,-33.0,0,26.2,60.1,44.1,0.9625,0.9609,0.9824,False
SITE_07_P07_A,SITE_07_P07_A_W057,560,570,during,zone_a,78.5,764.4,37.1,48.5,0.31903,0.17823,0.28435,0.1794,0.03899,0.0849,0.2482,0.2006,0.0401,-46.5,-28.0,1,26.0,60.4,38.6,0.9707,0.9043,0.976,False
SITE_07_P07_A,SITE_07_P07_A_W058,570,580,during,zone_a,70.4,852.3,38.2,42.0,0.30796,0.19262,0.23548,0.21146,0.05247,0.0438,0.1309,0.0943,0.0735,-47.1,-33.8,0,25.9,59.7,39.4,0.973,0.9128,0.9813,False
SITE_07_P07_A,SITE_07_P07_A_W059,580,590,during,zone_a,78.1,768.3,38.6,45.5,0.30533,0.20248,0.24507,0.19235,0.05477,0.0483,0.1946,0.1781,0.0445,-47.1,-37.1,0,25.8,59.5,36.2,0.9667,0.9019,0.9653,False
SITE_07_P07_A,SITE_07_P07_A_W060,590,600,during,zone_a,72.1,832.6,35.7,46.8,0.28961,0.18301,0.29239,0.18448,0.05051,0.0609,0.2433,0.1062,0.1811,-48.1,-33.8,0,25.8,59.0,42.9,0.9647,0.9333,0.9794,False
SITE_07_P07_A,SITE_07_P07_A_W061,600,610,during,zone_b,72.5,827.1,30.9,40.8,0.28044,0.21812,0.27711,0.18121,0.04311,0.0739,0.2847,0.1618,0.0874,-47.2,-36.6,0,26.0,59.2,40.1,0.9464,0.9302,0.9603,False
SITE_07_P07_A,SITE_07_P07_A_W062,610,620,during,zone_b,74.2,808.7,47.5,56.6,0.29095,0.20006,0.2513,0.19785,0.05983,0.0582,0.222,0.0787,0.0841,-47.0,-33.7,0,26.3,59.3,38.8,0.9602,0.9532,0.9717,False
SITE_07_P07_A,SITE_07_P07_A_W063,620,630,during,zone_b,73.1,821.2,28.9,34.0,0.31668,0.2057,0.22252,0.20381,0.05129,0.0491,0.1665,0.1533,0.1291,-46.7,-35.5,0,25.9,59.0,37.0,0.9354,0.9202,0.9855,False
SITE_07_P07_A,SITE_07_P07_A_W064,630,640,during,zone_b,74.1,810.0,41.1,54.8,0.2884,0.20047,0.26528,0.20283,0.04302,0.0479,0.209,0.0885,0.1321,-47.6,-37.9,0,25.8,58.9,39.5,0.9253,0.9509,0.991,False
SITE_07_P07_A,SITE_07_P07_A_W065,640,650,during,zone_b,70.2,854.7,36.1,42.1,0.26408,0.21407,0.26273,0.2053,0.05382,0.0506,0.2178,0.1176,0.0132,-47.7,-36.0,0,25.6,59.0,38.3,0.9562,0.9426,0.9854,False
SITE_07_P07_A,SITE_07_P07_A_W066,650,660,during,zone_b,68.6,874.2,38.0,43.3,0.3052,0.21597,0.23057,0.20132,0.04693,0.0289,0.0795,0.1293,0.0634,-45.3,-35.4,0,25.4,59.6,40.4,0.972,1.0,0.9859,False
SITE_07_P07_A,SITE_07_P07_A_W067,660,670,during,zone_b,71.3,841.3,35.6,39.4,0.27468,0.1976,0.25655,0.22601,0.04516,0.055,0.1389,0.1118,0.0107,-48.1,-38.8,0,25.5,59.3,35.9,0.9603,0.9603,0.9811,False
SITE_07_P07_A,SITE_07_P07_A_W068,670,680,during,zone_b,72.6,826.9,44.6,58.1,0.30332,0.18907,0.25579,0.20535,0.04647,0.0548,0.1816,0.0937,0.3097,-48.1,-35.4,0,25.5,59.6,38.2,0.9757,1.0,0.9817,False
SITE_07_P07_A,SITE_07_P07_A_W069,680,690,during,zone_b,70.9,846.1,49.2,52.7,0.28379,0.17753,0.25585,0.22377,0.05906,0.057,0.1668,0.1474,0.1213,-49.8,-37.6,0,25.7,60.2,32.9,0.9702,0.9119,0.9705,False
SITE_07_P07_A,SITE_07_P07_A_W070,690,700,during,zone_b,71.6,838.5,43.2,50.1,0.32105,0.20931,0.22829,0.1991,0.04226,0.0416,0.1873,0.1129,0.0797,-49.0,-37.7,0,25.8,60.1,33.8,0.9771,0.9572,0.9839,False
SITE_07_P07_A,SITE_07_P07_A_W071,700,710,during,zone_b,74.1,809.4,40.2,51.9,0.28025,0.20945,0.22146,0.24147,0.04737,0.0654,0.1726,0.1696,0.0738,-45.3,-36.3,0,25.7,59.2,37.7,0.9559,0.9577,0.9702,False
SITE_07_P07_A,SITE_07_P07_A_W072,710,720,during,zone_b,68.2,880.1,39.6,51.7,0.28455,0.20231,0.24639,0.21847,0.04827,0.0692,0.2246,0.1218,0.0467,-47.6,-37.2,0,25.6,59.4,36.7,0.9424,0.875,0.9786,False
SITE_07_P07_A,SITE_07_P07_A_W073,720,730,during,zone_b,70.6,849.4,43.7,57.7,0.27296,0.19222,0.26676,0.21288,0.05518,0.0753,0.2195,0.1675,0.1001,-47.2,-32.9,0,25.7,59.4,35.3,0.9577,0.8904,0.9869,False
SITE_07_P07_A,SITE_07_P07_A_W074,730,740,during,zone_b,74.6,804.3,43.5,53.0,0.3168,0.20063,0.24973,0.19001,0.04283,0.0459,0.1803,0.1322,0.0294,-49.1,-39.1,0,25.7,59.4,34.6,0.9684,0.9147,0.9848,False
SITE_07_P07_A,SITE_07_P07_A_W075,740,750,during,zone_b,69.9,858.2,38.6,46.2,0.26341,0.21325,0.27937,0.20226,0.0417,0.0498,0.1461,0.1136,0.0169,-47.3,-33.7,0,25.6,59.7,35.4,0.9486,1.0,0.9753,False
SITE_07_P07_A,SITE_07_P07_A_W076,750,760,during,zone_b,68.3,878.6,31.6,42.4,0.27975,0.20757,0.25272,0.21228,0.04768,0.0439,0.1543,0.0835,0.0977,-48.9,-38.7,0,25.5,59.1,36.7,0.9717,0.9568,0.9641,False
SITE_07_P07_A,SITE_07_P07_A_W077,760,770,during,zone_b,77.7,772.7,38.5,49.4,0.27426,0.21787,0.23532,0.20345,0.0691,0.0965,0.3695,0.304,0.0522,-47.8,-36.3,0,25.5,60.0,30.4,0.9301,0.937,0.992,False
SITE_07_P07_A,SITE_07_P07_A_W078,770,780,during,zone_b,73.9,812.2,31.8,48.3,0.29157,0.18351,0.26759,0.21831,0.03903,0.0857,0.3686,0.2767,0.0133,-50.5,-41.2,0,25.5,60.0,31.9,0.9665,0.8872,0.9758,False
SITE_07_P07_A,SITE_07_P07_A_W079,780,790,during,zone_b,73.5,815.8,27.8,32.5,0.28446,0.18345,0.23551,0.24147,0.05512,0.0969,0.2895,0.2722,0.2637,-50.7,-38.7,0,25.5,59.3,31.6,0.9388,0.9593,0.9882,False
SITE_07_P07_A,SITE_07_P07_A_W080,790,800,during,zone_b,71.8,835.2,36.1,45.8,0.31079,0.19952,0.23853,0.20837,0.04279,0.0949,0.2409,0.3423,0.0167,-47.7,-33.1,0,25.8,59.4,32.1,0.9236,0.8663,0.9797,False
SITE_07_P07_A,SITE_07_P07_A_W081,800,810,during,zone_b,80.2,748.5,27.3,25.3,0.25772,0.20055,0.2526,0.23753,0.0516,0.124,0.4872,0.3907,0.0519,-47.5,-35.7,0,26.0,59.7,35.8,0.9413,0.8196,0.9969,False
SITE_07_P07_A,SITE_07_P07_A_W082,810,820,during,zone_b,70.1,855.5,44.1,50.8,0.28774,0.19277,0.21833,0.23177,0.06938,0.0617,0.2223,0.1141,0.0377,-52.4,-42.7,0,25.8,59.6,30.2,0.9629,0.9957,0.9851,False
SITE_07_P07_A,SITE_07_P07_A_W083,820,830,during,zone_b,73.7,814.2,42.4,48.9,0.28585,0.20274,0.23827,0.22039,0.05275,0.0489,0.1472,0.1274,0.1388,-46.2,-34.1,0,25.9,60.3,33.3,0.9728,0.9487,0.971,False
SITE_07_P07_A,SITE_07_P07_A_W084,830,840,during,zone_b,71.0,844.6,44.9,62.7,0.28019,0.20608,0.26097,0.20494,0.04781,0.0496,0.1975,0.0839,0.0092,-51.3,-41.5,0,25.9,60.2,33.7,0.968,0.9603,0.982,False
SITE_07_P07_A,SITE_07_P07_A_W085,840,850,during,zone_b,69.3,865.3,42.9,46.5,0.31815,0.18109,0.23227,0.21432,0.05417,0.0676,0.2915,0.145,0.0057,-46.6,-32.1,0,25.8,59.7,36.1,0.9839,0.9337,0.9798,False
SITE_07_P07_A,SITE_07_P07_A_W086,850,860,during,zone_b,75.0,800.2,30.0,36.2,0.30392,0.18831,0.21496,0.23262,0.06018,0.1076,0.4189,0.332,0.0564,-46.9,-33.7,0,25.6,59.5,36.4,0.922,0.8902,0.9853,False
SITE_07_P07_A,SITE_07_P07_A_W087,860,870,during,zone_b,66.7,899.3,46.8,65.3,0.28602,0.19746,0.24261,0.24731,0.0266,0.0737,0.3228,0.1554,0.0801,-45.3,-34.1,0,25.8,59.3,38.0,0.9808,0.9331,0.9782,False
SITE_07_P07_A,SITE_07_P07_A_W088,870,880,during,zone_b,71.2,842.6,37.7,47.5,0.27128,0.19746,0.27555,0.21672,0.03899,0.0794,0.3274,0.1752,0.0062,-49.5,-34.7,0,25.7,58.5,33.2,0.9635,0.9366,0.9868,False
SITE_07_P07_A,SITE_07_P07_A_W089,880,890,during,zone_b,75.1,798.6,39.8,43.3,0.27933,0.21478,0.24647,0.2114,0.04802,0.0543,0.2407,0.193,0.0868,-50.5,-40.8,0,25.8,58.3,31.7,0.9697,0.9526,0.9712,False
SITE_07_P07_A,SITE_07_P07_A_W090,890,900,during,zone_b,69.8,859.2,34.7,46.5,0.29316,0.19263,0.22087,0.24501,0.04834,0.0279,0.124,0.1219,0.0214,-46.1,-35.9,0,25.8,58.4,34.4,0.9708,0.934,0.9724,False
SITE_07_P07_A,SITE_07_P07_A_W091,900,910,during,zone_c,70.9,846.4,38.3,40.0,0.29082,0.21439,0.22186,0.21898,0.05394,0.0441,0.1731,0.0821,0.0551,-50.0,-39.3,0,25.9,58.5,35.3,0.9486,0.9688,0.9797,False
SITE_07_P07_A,SITE_07_P07_A_W092,910,920,during,zone_c,72.0,833.8,40.5,44.0,0.309,0.1943,0.24256,0.21106,0.04308,0.0738,0.2208,0.1284,0.165,-47.9,-36.3,0,25.7,59.4,35.0,0.9848,0.9366,1.0,False
SITE_07_P07_A,SITE_07_P07_A_W093,920,930,during,zone_c,71.8,835.1,42.1,46.3,0.29415,0.20462,0.23991,0.20304,0.05829,0.0396,0.1234,0.0768,0.042,-49.5,-34.7,0,25.7,59.5,34.4,0.9464,0.9613,0.9758,False
SITE_07_P07_A,SITE_07_P07_A_W094,930,940,during,zone_c,81.8,733.6,31.4,35.2,0.32019,0.17684,0.23946,0.22392,0.03959,0.1111,0.4489,0.4057,0.0196,-46.5,-33.9,0,25.7,59.5,39.0,0.9294,0.8328,0.9717,False
SITE_07_P07_A,SITE_07_P07_A_W095,940,950,during,zone_c,71.7,836.9,41.6,44.6,0.29322,0.21063,0.24501,0.19934,0.0518,0.0412,0.1733,0.0963,0.0152,-44.4,-32.4,0,26.0,59.0,39.2,0.9647,0.9566,0.9754,False
SITE_07_P07_A,SITE_07_P07_A_W096,950,960,during,zone_c,70.7,849.1,36.6,45.9,0.29653,0.19863,0.2639,0.2018,0.03914,0.0939,0.3377,0.2245,0.0422,-48.1,-34.9,0,25.8,59.7,36.1,0.97,0.8324,0.9856,False
SITE_07_P07_A,SITE_07_P07_A_W097,960,970,during,zone_c,70.8,847.5,32.8,40.1,0.28718,0.20129,0.25043,0.20515,0.05594,0.0664,0.2468,0.1436,0.014,-47.0,-28.7,1,25.9,59.3,36.8,0.9771,0.9322,0.9818,False
SITE_07_P07_A,SITE_07_P07_A_W098,970,980,during,zone_c,70.5,850.5,34.5,39.5,0.29438,0.17848,0.27634,0.2168,0.034,0.0244,0.0728,0.114,0.0241,-48.0,-35.1,0,25.9,59.6,33.8,0.9626,0.9297,0.9835,False
SITE_07_P07_A,SITE_07_P07_A_W099,980,990,during,zone_c,69.6,862.3,40.1,53.2,0.26211,0.21671,0.24552,0.21753,0.05813,0.0517,0.1608,0.1425,0.0907,-50.1,-40.1,0,25.7,60.1,38.1,0.9685,0.8971,0.9582,False
SITE_07_P07_A,SITE_07_P07_A_W100,990,1000,during,zone_c,71.5,839.1,33.4,37.1,0.26964,0.20322,0.27845,0.19701,0.05167,0.0502,0.1824,0.1209,0.033,-45.6,-35.1,0,25.8,60.3,37.1,0.9175,0.9122,0.9851,False
SITE_07_P07_A,SITE_07_P07_A_W101,1000,1010,during,zone_c,70.2,854.3,36.3,44.6,0.28043,0.19692,0.26529,0.22268,0.03468,0.0475,0.1707,0.1297,0.0092,-45.0,-35.8,0,25.9,59.9,38.2,0.9475,0.8886,0.9737,False
SITE_07_P07_A,SITE_07_P07_A_W102,1010,1020,during,zone_c,73.6,815.5,43.1,47.8,0.29644,0.20195,0.23929,0.20534,0.05698,0.0491,0.1695,0.1232,0.0493,-47.9,-36.4,0,25.7,60.0,35.5,0.9402,0.9488,0.9939,False
SITE_07_P07_A,SITE_07_P07_A_W103,1020,1030,during,zone_c,72.8,824.7,34.9,37.3,0.32201,0.19323,0.24663,0.19411,0.04402,0.0442,0.1631,0.0791,0.0384,-48.4,-34.4,0,25.6,60.8,37.5,0.9566,0.9482,0.9667,False
SITE_07_P07_A,SITE_07_P07_A_W104,1030,1040,during,zone_c,73.7,814.3,36.2,47.2,0.266,0.21663,0.24885,0.2232,0.04532,0.0556,0.1471,0.1581,0.0152,-47.6,-35.7,0,25.6,60.5,36.1,0.9698,0.9471,0.9683,False
SITE_07_P07_A,SITE_07_P07_A_W105,1040,1050,during,zone_c,74.6,804.3,42.9,53.2,0.30473,0.20523,0.23927,0.20946,0.0413,0.0238,0.0718,0.1289,0.0413,-46.8,-32.6,0,25.2,60.5,36.0,0.964,0.9427,0.9869,False
SITE_07_P07_A,SITE_07_P07_A_W106,1050,1060,during,zone_c,77.4,775.7,33.5,37.1,0.26236,0.1897,0.2791,0.21286,0.05598,0.0349,0.1242,0.0945,0.0105,-45.9,-35.9,0,25.2,60.2,37.4,0.9516,0.9194,0.9909,False
SITE_07_P07_A,SITE_07_P07_A_W107,1060,1070,during,zone_c,75.4,796.1,21.2,20.4,0.29948,0.20449,0.2119,0.22705,0.05709,0.0593,0.1751,0.1636,0.0571,-46.0,-37.0,0,25.3,60.0,38.9,0.9739,0.9065,0.9659,False
SITE_07_P07_A,SITE_07_P07_A_W108,1070,1080,during,zone_c,75.7,792.3,32.1,40.0,0.3009,0.2086,0.24866,0.1991,0.04274,0.0695,0.2073,0.1463,0.0344,-46.9,-36.3,0,25.3,60.0,37.9,0.9259,0.9719,0.9814,False
SITE_07_P07_A,SITE_07_P07_A_W109,1080,1090,during,zone_c,74.9,801.1,33.0,45.0,0.29739,0.1951,0.24794,0.21039,0.04918,0.0578,0.1945,0.1631,0.173,-44.9,-32.0,0,25.4,59.8,36.7,0.9741,0.8666,0.9847,False
SITE_07_P07_A,SITE_07_P07_A_W110,1090,1100,during,zone_c,70.3,853.8,39.1,49.0,0.31016,0.18151,0.24426,0.22181,0.04226,0.0619,0.1636,0.108,0.0185,-49.4,-35.9,0,25.5,60.4,39.2,0.9519,0.9269,0.9811,False
SITE_07_P07_A,SITE_07_P07_A_W111,1100,1110,during,zone_c,74.0,811.0,28.1,29.0,0.27237,0.2019,0.25229,0.23639,0.03706,0.0893,0.3885,0.2114,0.0254,-46.2,-32.6,0,25.8,59.7,38.7,0.9506,0.9111,1.0,False
SITE_07_P07_A,SITE_07_P07_A_W112,1110,1120,during,zone_c,72.4,828.8,36.1,44.6,0.27842,0.1898,0.25227,0.23313,0.04638,0.0311,0.0955,0.1291,0.0351,-46.8,-33.2,0,25.8,59.8,39.3,0.9353,0.9639,0.9897,False
SITE_07_P07_A,SITE_07_P07_A_W113,1120,1130,during,zone_c,78.0,769.1,30.7,37.8,0.279,0.20216,0.24866,0.22241,0.04777,0.0785,0.3474,0.2387,0.074,-49.9,-35.4,0,25.9,60.1,35.9,0.9391,0.9024,0.978,False
SITE_07_P07_A,SITE_07_P07_A_W114,1130,1140,during,zone_c,75.1,798.5,30.0,32.0,0.27902,0.17718,0.26411,0.21569,0.064,0.0593,0.1665,0.1983,0.0259,-47.2,-36.2,0,25.9,60.3,36.7,0.9279,0.8929,0.9712,False
SITE_07_P07_A,SITE_07_P07_A_W115,1140,1150,during,zone_c,76.0,789.1,28.7,41.1,0.28596,0.17132,0.27402,0.21587,0.05283,0.0841,0.2193,0.2044,0.1188,-47.3,-32.4,0,26.0,59.8,39.3,0.9742,0.9459,0.9669,False
SITE_07_P07_A,SITE_07_P07_A_W116,1150,1160,during,zone_c,72.1,832.4,39.6,44.1,0.26345,0.19428,0.26447,0.21288,0.06491,0.0714,0.199,0.1923,0.0949,-46.6,-36.6,0,25.9,59.2,40.7,0.9462,0.9872,0.9938,False
SITE_07_P07_A,SITE_07_P07_A_W117,1160,1170,during,zone_c,70.5,851.1,35.6,36.6,0.29508,0.18123,0.24839,0.2195,0.0558,0.0603,0.2633,0.1168,0.056,-45.0,-33.1,0,25.7,59.0,38.8,0.9765,0.9245,0.9679,False
SITE_07_P07_A,SITE_07_P07_A_W118,1170,1180,during,zone_c,64.0,937.2,41.4,50.9,0.28481,0.19412,0.24894,0.22275,0.04938,0.0574,0.2515,0.0976,0.0342,-46.4,-32.9,0,25.4,59.7,36.5,0.9453,0.9227,0.9808,False
SITE_07_P07_A,SITE_07_P07_A_W119,1180,1190,during,zone_c,69.4,864.0,28.7,33.4,0.2748,0.20245,0.23211,0.23216,0.05847,0.0485,0.2163,0.152,0.1067,-48.8,-37.4,0,25.3,59.5,39.3,0.9529,0.9519,0.9757,False
SITE_07_P07_A,SITE_07_P07_A_W120,1190,1200,during,zone_c,72.3,829.4,30.0,36.9,0.28557,0.21352,0.24643,0.21956,0.03492,0.0267,0.102,0.0897,0.0457,-48.9,-34.2,0,25.4,59.8,38.0,0.9835,0.865,0.9679,False
SITE_07_P07_A,SITE_07_P07_A_W121,1200,1210,during,zone_d,78.1,768.1,36.5,42.9,0.27431,0.22796,0.24985,0.20734,0.04054,0.0362,0.1482,0.0937,0.0324,-46.4,-36.4,0,25.3,60.2,36.5,0.977,0.9956,0.9706,False
SITE_07_P07_A,SITE_07_P07_A_W122,1210,1220,during,zone_d,72.2,831.1,30.7,38.6,0.28401,0.20123,0.26252,0.21563,0.03661,0.0504,0.1352,0.1788,0.1699,-46.3,-34.3,0,25.3,60.1,35.6,0.9481,0.8926,0.9606,False
