event_id,session_id,site_id,participant_id,event_start_sec,event_end_sec,phase,investigation_zone,event_type,source_modalities,detection_method,observation_text,explanation_status,known_explanation,environmental_match,manual_marker,signal_quality_summary,hr_delta_bpm_vs_pre_event,rmssd_delta_pct_vs_pre_event,beta_delta_pct_vs_pre_event,audio_peak_dbfs,audio_transient_count,bodycam_motion_score,environmental_noise_db,review_note
EVT_0172,SITE_13_P10_A,SITE_13,P10,340,400,during,zone_a,multimodal_coincidence,"polar,muse,audio,environment",sensor_rule+field_log,Concurrent physiological and EEG change occurred near an audio transient during a documented electrical interval.,probable,Old wiring activity was documented during the interval.,true,True,good,10.1,-32.9,7.5,-25.0,2,0.112,50.5,Retain as an explainable comparison case for model evaluation.
EVT_0173,SITE_13_P10_A,SITE_13,P10,500,580,during,zone_a,environmental_or_audio_event,"audio,environment",sensor_rule+field_log,Concurrent sensor change detected during a documented environmental interval.,probable,Old wiring and street transformer documented; water heater cycles.,true,True,good,6.1,-13.9,10.1,-27.5,2,0.275,42.9,Retain as an explainable comparison case for model evaluation.
EVT_0174,SITE_13_P10_A,SITE_13,P10,700,770,during,zone_b,physiological_shift,polar,automated_screen,Brief heart-rate / HRV change detected without persistent EEG or audio convergence.,probable,Participant movement or posture change is a plausible explanation.,unknown,False,good,3.4,-11.4,0.5,-31.5,1,0.132,36.8,Context suggests a conventional or single-modality explanation.
EVT_0175,SITE_14_P01_A,SITE_14,P01,330,410,during,zone_a,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,12.1,-34.7,29.7,-27.8,4,0.08,28.6,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0176,SITE_14_P01_A,SITE_14,P01,580,660,during,zone_a,light_change,bodycam,automated_screen,Brief body-camera light-level change detected.,probable,Exterior light spill or flashlight movement is a plausible source.,true,False,good,-3.2,-2.4,0.6,-33.6,0,0.134,28.6,Context suggests a conventional or single-modality explanation.
EVT_0177,SITE_14_P01_A,SITE_14,P01,850,920,during,zone_b,audio_transient,audio,automated_screen,Short audio transient detected without a sustained multi-sensor response.,unresolved,Distant exterior noise was present but exact source was not visually confirmed.,unknown,False,good,4.5,1.6,8.5,-25.5,3,0.148,27.5,Context suggests a conventional or single-modality explanation.
EVT_0178,SITE_14_P01_A,SITE_14,P01,1140,1200,during,zone_c,physiological_shift,"polar,muse",sensor_rule+manual_review,Concurrent physiological and EEG change without an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,11.8,0.4,19.9,-35.7,0,0.071,33.0,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0179,SITE_14_P01_A,SITE_14,P01,1280,1340,during,zone_d,physiological_shift,polar,automated_screen,Brief heart-rate / HRV change detected without persistent EEG or audio convergence.,probable,Participant movement or posture change is a plausible explanation.,unknown,False,good,1.2,-6.4,-6.6,-33.6,0,0.074,33.9,Context suggests a conventional or single-modality explanation.
EVT_0180,SITE_14_P02_A,SITE_14,P02,490,580,during,zone_a,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,unknown,True,good,2.8,-23.5,14.8,-27.3,1,0.074,28.2,Low-context event; retain for comparison.
EVT_0181,SITE_14_P03_A,SITE_14,P03,530,590,during,zone_a,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,8.5,-53.2,30.2,-20.7,2,0.073,31.0,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0182,SITE_14_P04_A,SITE_14,P04,600,650,during,zone_b,light_change,bodycam,automated_screen,Brief body-camera light-level change detected.,probable,Exterior light spill or flashlight movement is a plausible source.,true,False,good,3.9,-10.5,-3.9,-36.7,0,0.234,29.9,Context suggests a conventional or single-modality explanation.
EVT_0183,SITE_14_P05_A,SITE_14,P05,690,770,during,zone_b,multimodal_coincidence,"polar,muse,audio",sensor_rule+field_log,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,unknown,True,good,-3.1,-10.4,9.3,-26.8,2,0.115,27.6,Low-context event; retain for comparison.
EVT_0184,SITE_14_P05_A,SITE_14,P05,860,940,during,zone_b,physiological_shift,polar,automated_screen,Brief heart-rate / HRV change detected without persistent EEG or audio convergence.,probable,Participant movement or posture change is a plausible explanation.,unknown,False,good,3.0,-25.7,-1.6,-33.1,0,0.212,36.0,Context suggests a conventional or single-modality explanation.
EVT_0185,SITE_14_P05_A,SITE_14,P05,1110,1180,during,zone_c,audio_transient,"audio,polar",sensor_rule+field_log,Voice-like fragment heard while the Spirit Box was sweeping; mild physiological response.,unresolved,,unknown,True,good,2.6,-14.1,1.4,-26.7,2,0.077,28.6,Low-context event; retain for comparison.
EVT_0186,SITE_14_P06_A,SITE_14,P06,580,630,during,zone_a,movement_event,"bodycam,muse_accel",automated_screen,Short movement burst detected in body-camera and accelerometer data.,confirmed,Equipment handling is the most likely source.,true,False,good,0.7,-8.3,3.0,-22.9,2,0.503,36.7,Context suggests a conventional or single-modality explanation.
EVT_0187,SITE_14_P06_A,SITE_14,P06,800,870,during,zone_b,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,11.4,-42.8,25.4,-24.1,2,0.12,29.3,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0188,SITE_14_P06_A,SITE_14,P06,1070,1130,during,zone_c,multimodal_coincidence,"polar,muse,audio",sensor_rule+field_log,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,unknown,True,good,6.4,-21.7,3.2,-19.8,2,0.109,31.7,Low-context event; retain for comparison.
EVT_0189,SITE_14_P06_A,SITE_14,P06,1280,1350,during,zone_d,audio_transient,audio,automated_screen,Short audio transient detected without a sustained multi-sensor response.,probable,Distant exterior noise was present but exact source was not visually confirmed.,unknown,False,good,1.3,-5.6,2.5,-23.9,2,0.129,33.0,Context suggests a conventional or single-modality explanation.
EVT_0190,SITE_14_P07_A,SITE_14,P07,480,550,during,zone_a,movement_event,"bodycam,muse_accel",automated_screen,Short movement burst detected in body-camera and accelerometer data.,confirmed,Investigator movement was visible on body camera.,true,False,good,-2.1,0.9,-4.5,-29.4,1,0.451,30.3,Context suggests a conventional or single-modality explanation.
EVT_0191,SITE_14_P07_A,SITE_14,P07,670,750,during,zone_b,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,10.4,-46.9,10.4,-16.9,5,0.101,33.5,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0192,SITE_14_P07_A,SITE_14,P07,1160,1220,during,zone_c,audio_transient,audio,automated_screen,Short audio transient detected without a sustained multi-sensor response.,unresolved,Distant exterior noise was present but exact source was not visually confirmed.,true,False,good,-1.1,21.2,0.2,-22.0,3,0.171,31.2,Context suggests a conventional or single-modality explanation.
EVT_0193,SITE_14_P08_A,SITE_14,P08,730,790,during,zone_b,physiological_shift,polar,automated_screen,Brief heart-rate / HRV change detected without persistent EEG or audio convergence.,probable,Participant movement or posture change is a plausible explanation.,unknown,False,good,2.3,-2.4,-3.8,-32.3,2,0.121,28.7,Context suggests a conventional or single-modality explanation.
EVT_0194,SITE_14_P08_A,SITE_14,P08,1100,1160,during,zone_c,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,11.6,-38.3,21.2,-22.7,4,0.1,32.5,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0195,SITE_14_P08_A,SITE_14,P08,1400,1470,during,zone_d,physiological_shift,"polar,muse,bodycam,muse_accel",automated_screen,Concurrent physiological and EEG change occurred near an audio transient.,probable,Movement was visible on body camera during the physiological change.,true,False,good,11.4,-9.3,14.1,-23.2,1,0.307,34.5,Context suggests a conventional or single-modality explanation.
EVT_0196,SITE_14_P09_A,SITE_14,P09,560,610,during,zone_a,movement_event,"bodycam,muse_accel",automated_screen,Short movement burst detected in body-camera and accelerometer data.,confirmed,Equipment handling is the most likely source.,true,False,good,4.3,-2.8,0.2,-27.9,1,0.373,35.9,Context suggests a conventional or single-modality explanation.
EVT_0197,SITE_14_P09_A,SITE_14,P09,1070,1150,during,zone_c,movement_event,"bodycam,muse_accel",automated_screen,Short movement burst detected in body-camera and accelerometer data.,confirmed,Investigator movement was visible on body camera.,true,False,good,4.9,-8.5,-0.3,-33.7,1,0.384,29.8,Context suggests a conventional or single-modality explanation.
EVT_0198,SITE_14_P09_A,SITE_14,P09,1320,1380,during,zone_d,physiological_shift,"polar,muse,bodycam,muse_accel",automated_screen,Concurrent physiological and EEG change occurred near an audio transient.,probable,Movement was visible on body camera during the physiological change.,true,False,good,6.2,-19.5,15.5,-25.6,3,0.387,31.1,Context suggests a conventional or single-modality explanation.
EVT_0199,SITE_14_P10_A,SITE_14,P10,1070,1150,during,zone_c,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,9.1,-53.3,12.0,-26.5,1,0.082,32.5,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0200,SITE_15_P01_A,SITE_15,P01,1050,1130,during,zone_c,physiological_shift,polar,automated_screen,Brief heart-rate / HRV change detected without persistent EEG or audio convergence.,probable,Participant movement or posture change is a plausible explanation.,unknown,False,good,3.7,-17.9,-7.1,-33.9,0,0.225,30.5,Context suggests a conventional or single-modality explanation.
EVT_0201,SITE_15_P01_A,SITE_15,P01,1360,1440,during,zone_d,movement_event,"bodycam,muse_accel",automated_screen,Short movement burst detected in body-camera and accelerometer data.,confirmed,Equipment handling is the most likely source.,true,False,good,2.0,-13.0,-9.9,-30.1,2,0.538,26.3,Context suggests a conventional or single-modality explanation.
EVT_0202,SITE_15_P03_A,SITE_15,P03,380,440,during,zone_a,physiological_shift,"polar,muse",sensor_rule+manual_review,Concurrent physiological and EEG change without an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,16.9,-33.0,18.4,-33.7,0,0.093,29.6,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0203,SITE_15_P03_A,SITE_15,P03,1230,1310,during,zone_d,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,unknown,True,good,5.0,7.4,6.3,-25.0,2,0.101,31.3,Low-context event; retain for comparison.
EVT_0204,SITE_15_P04_A,SITE_15,P04,850,890,during,zone_b,protocol_interruption,"field_log,environment",field_log,Session interrupted by a documented protocol deviation.,confirmed,No infrastructure on site; open ruins exposed to wind.,true,True,good,-1.2,11.9,-2.8,-25.6,2,0.437,39.5,Exclude this session from primary analysis but retain for audit and robustness testing.
EVT_0205,SITE_15_P04_B,SITE_15,P04,380,430,during,zone_a,environmental_or_audio_event,"audio,environment",sensor_rule+field_log,Concurrent sensor change detected during a documented environmental interval.,probable,No infrastructure on site; open ruins exposed to wind.,true,True,good,1.5,-4.3,-3.2,-29.4,2,0.125,35.6,Retain as an explainable comparison case for model evaluation.
EVT_0206,SITE_15_P04_B,SITE_15,P04,1140,1210,during,zone_c,single_sensor_deviation,"muse,polar",automated_screen,EEG beta increase during a short signal-quality reduction.,probable,Short signal-quality reduction may explain the isolated deviation.,unknown,False,degraded,4.4,-0.3,9.3,-29.9,1,0.092,33.1,Context suggests a conventional or single-modality explanation.
EVT_0207,SITE_15_P05_A,SITE_15,P05,530,580,during,zone_a,light_change,bodycam,automated_screen,Brief body-camera light-level change detected.,probable,Exterior light spill or flashlight movement is a plausible source.,true,False,good,5.7,15.2,0.4,-33.6,0,0.146,27.0,Context suggests a conventional or single-modality explanation.
EVT_0208,SITE_15_P05_A,SITE_15,P05,880,950,during,zone_b,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,13.7,-25.8,17.7,-21.7,2,0.074,29.7,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0209,SITE_15_P05_A,SITE_15,P05,1100,1160,during,zone_c,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,15.1,-40.5,21.3,-26.8,4,0.068,27.4,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0210,SITE_15_P05_A,SITE_15,P05,1300,1350,during,zone_d,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,15.6,-56.3,12.1,-28.4,1,0.102,27.0,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0211,SITE_15_P06_A,SITE_15,P06,830,890,during,zone_b,single_sensor_deviation,muse,automated_screen,Isolated sensor deviation detected without corroboration from other modalities.,probable,Sensor contact adjustment was documented.,unknown,False,degraded,-5.1,7.9,5.9,-35.7,0,0.131,29.5,Context suggests a conventional or single-modality explanation.
EVT_0212,SITE_15_P07_A,SITE_15,P07,770,840,during,zone_b,light_change,bodycam,automated_screen,Brief body-camera light-level change detected.,probable,Flashlight movement was visible on body camera.,true,False,good,2.5,0.4,-2.4,-35.2,0,0.157,31.9,Context suggests a conventional or single-modality explanation.
EVT_0213,SITE_15_P07_A,SITE_15,P07,1120,1190,during,zone_c,audio_transient,"audio,polar",sensor_rule+field_log,Voice-like fragment heard while the Spirit Box was sweeping; mild physiological response.,unresolved,,unknown,True,good,2.3,2.8,-5.2,-22.2,4,0.106,30.1,Low-context event; retain for comparison.
EVT_0214,SITE_15_P08_A,SITE_15,P08,1150,1190,during,zone_c,protocol_interruption,"field_log,environment",field_log,Session interrupted by a documented protocol deviation.,confirmed,No infrastructure on site; open ruins exposed to wind.,true,True,good,1.1,1.4,-6.9,-25.2,2,0.501,33.9,Exclude this session from primary analysis but retain for audit and robustness testing.
EVT_0215,SITE_15_P09_A,SITE_15,P09,490,530,during,zone_a,protocol_interruption,"field_log,environment",field_log,Session interrupted by a documented protocol deviation.,confirmed,No infrastructure on site; open ruins exposed to wind.,true,True,good,-2.2,29.4,-6.5,-28.2,2,0.345,40.8,Exclude this session from primary analysis but retain for audit and robustness testing.
EVT_0216,SITE_15_P09_B,SITE_15,P09,900,970,during,zone_c,single_sensor_deviation,"muse,polar",automated_screen,EEG beta increase during a short signal-quality reduction.,probable,Short signal-quality reduction may explain the isolated deviation.,unknown,False,degraded,9.8,-12.9,18.5,-27.5,2,0.112,32.0,Context suggests a conventional or single-modality explanation.
EVT_0217,SITE_15_P09_B,SITE_15,P09,1380,1450,during,zone_d,movement_event,"bodycam,muse_accel",automated_screen,Short movement burst detected in body-camera and accelerometer data.,confirmed,Equipment handling is the most likely source.,true,False,good,5.7,13.5,8.0,-30.6,2,0.511,32.0,Context suggests a conventional or single-modality explanation.
EVT_0218,SITE_15_P10_A,SITE_15,P10,460,510,during,zone_a,multimodal_coincidence,"polar,muse,audio",sensor_rule+field_log,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,unknown,True,good,5.8,-10.5,-0.4,-26.1,2,0.106,26.7,Low-context event; retain for comparison.
EVT_0219,SITE_15_P10_A,SITE_15,P10,600,680,during,zone_b,multimodal_coincidence,"polar,muse,audio,bodycam",sensor_rule+manual_review,Concurrent physiological and EEG change occurred near an audio transient. Body-camera movement remained low.,unresolved,,false,True,good,11.0,-27.4,14.9,-28.0,2,0.062,30.6,No immediate environmental explanation was documented; compare across independent sessions.
EVT_0220,SITE_15_P10_A,SITE_15,P10,1430,1510,during,zone_d,audio_transient,audio,automated_screen,Short audio transient detected without a sustained multi-sensor response.,probable,nan,true,False,good,-0.3,-11.8,-0.3,-24.1,3,0.14,33.3,Context suggests a conventional or single-modality explanation.
